CID,Category,SubCategory,HeelHeight,Insole,Closure,Gender,Material,ToeStyle,ClassicCasual
8027310-183092,Boots,Ankle,Flat,,Lace up,Men,Leather;Mesh,,1
8027312-3,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Synthetic,Capped Toe;Round Toe;Closed Toe,0
8027320-372147,Boots,Ankle,Flat,,Lace up,Men,Full-grain leather,,0
8027320-372178,Boots,Ankle,Flat,,Lace up,Men,Full-grain leather,,0
8027324-3,Boots,Ankle,1in - 1 3/4in,,Lace up;Zipper,Men,Leather,Capped Toe;Round Toe;Closed Toe,1
8027325-3,Boots,Ankle,1in - 1 3/4in,,Lace up;Zipper,Men,Leather,Capped Toe;Closed Toe,1
8027325-6,Boots,Mid-Calf,1in - 1 3/4in,Leather,Lace up,Men,Lace;Leather;Synthetic,Capped Toe,1
8027329-3,Boots,Ankle,1in - 1 3/4in,Leather;Textile,Pull-on,Men,Leather;Synthetic,,1
8027342-3,Shoes,Loafers,1in - 1 3/4in,,Elastic Gore;Slip-On,Men,Leather,Snub Toe;Closed Toe,1
8027342-325,Shoes,Loafers,1in - 1 3/4in,,Elastic Gore;Slip-On,Men,Leather,Snub Toe;Closed Toe,1
8027344-6,Shoes,Oxfords,1in - 1 3/4in,,Lace up,Men,Leather,Snub Toe;Closed Toe,1
8027505-6,Boots,Mid-Calf,1in - 1 3/4in,Leather,Buckle,Men,Leather;Synthetic,,1
8027506-3,Boots,Ankle,1in - 1 3/4in,,Zipper,Men,Leather,Capped Toe,1
8027709-3,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Suede,Round Toe;Closed Toe,0
8027709-148873,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Suede,Round Toe;Closed Toe,0
8027709-372322,Shoes,Sneakers and Athletic Shoes,,Padded,Lace up,Men,Suede,Round Toe;Closed Toe,0
8027736-372339,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Suede,Round Toe;Closed Toe,0
8027736-372340,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Suede,Round Toe;Closed Toe,0
8027738-621,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Suede,Round Toe;Closed Toe,0
8027738-10390,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Suede,Round Toe;Closed Toe,0
8027967-304514,Shoes,Sneakers and Athletic Shoes,2in - 2 3/4in,Padded,Lace up,Men,Full-grain leather,,0
8028338-9,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Men,Wool,,0
8028338-275,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Men,Wool,,0
8028338-585,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Men,Wool,,0
8028547-1109,Shoes,Oxfords,1in - 1 3/4in,Orthotic Friendly;Padded,Lace up,Men,Suede,Round Toe;Closed Toe,0
8028553-376488,Shoes,Oxfords,1in - 1 3/4in,Orthotic Friendly;Padded,Lace up,Men,Suede,Round Toe;Closed Toe,0
8028560-1109,Boots,Ankle,1in - 1 3/4in,Orthotic Friendly;Padded,Lace up,Men,Suede,Round Toe;Closed Toe,0
8028564-109978,Boots,Ankle,1in - 1 3/4in,Padded,Lace up,Men,Leather,Capped Toe;Round Toe;Closed Toe,1
8028567-88602,Shoes,Loafers,1in - 1 3/4in,Orthotic Friendly;Padded,Slip-On,Men,Full-grain leather,Bicycle Toe;Round Toe;Closed Toe,0
8028572-67867,Boots,Mid-Calf,1in - 1 3/4in,Moisture Wicking;Orthotic Friendly;Padded,Lace up,Men,Leather,Moc Toe;Round Toe;Closed Toe,1
8028576-3,Shoes,Oxfords,1in - 1 3/4in,Moisture Wicking;Orthotic Friendly;Padded,Lace up,Men,Full-grain leather,Round Toe;Closed Toe,0
8028624-79825,Boots,Ankle,,Textile,Lace up,Men,Suede,Round Toe;Closed Toe,0
8028673-19682,Shoes,Sneakers and Athletic Shoes,,Textile,Lace up,Men,Suede,Closed Toe,0
8028687-342,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Leather,Closed Toe,1
8028689-3,Boots,Ankle,1in - 1 3/4in,Textile,Lace up,Men,Lace;Rubber;Suede,Round Toe,0
8028689-14255,Boots,Ankle,1in - 1 3/4in,Textile,Lace up,Men,Lace;Rubber;Suede,Round Toe,0
8028691-336,Boots,Ankle,Flat,Textile,Lace up,Men,Lace;Rubber;Suede,Round Toe,0
8028713-3,Shoes,Loafers,,,Slip-On,Men,Leather,Almond;Closed Toe,1
8028782-9499,Shoes,Loafers,1in - 1 3/4in,Leather,Slip-On,Men,Leather,Moc Toe;Round Toe,1
8028782-372706,Shoes,Loafers,1in - 1 3/4in,Leather,Slip-On,Men,Leather,Moc Toe;Round Toe,1
8028830-372728,Shoes,Oxfords,1in - 1 3/4in,Leather;Padded,Lace up,Men,Leather,Round Toe;Wingtip;Closed Toe,1
8028830-372729,Shoes,Oxfords,1in - 1 3/4in,Leather;Padded,Lace up,Men,Leather,Round Toe;Wingtip;Closed Toe,1
8028837-372728,Boots,Ankle,1in - 1 3/4in,Leather;Padded,Elastic Gore;Pull-on,Men,Leather,Round Toe;Closed Toe,1
8028837-372731,Boots,Ankle,1in - 1 3/4in,Leather;Padded,Elastic Gore;Pull-on,Men,Leather,Round Toe;Closed Toe,1
8028851-372737,Shoes,Loafers,,Padded,Slip-On,Men,Full-grain leather,Round Toe;Closed Toe,0
8028851-372738,Shoes,Loafers,,Padded,Slip-On,Men,Full-grain leather,Round Toe;Closed Toe,0
8028851-372739,Shoes,Loafers,,Padded,Slip-On,Men,Full-grain leather,Round Toe;Closed Toe,0
8028854-198876,Shoes,Loafers,Flat,Leather;Padded,Slip-On,Men,Full-grain leather,Moc Toe;Round Toe;Closed Toe,0
8028854-226702,Shoes,Loafers,Flat,Leather;Padded,Slip-On,Men,Full-grain leather,Moc Toe;Round Toe;Closed Toe,0
8028858-4566,Shoes,Loafers,Under 1in,Leather;Padded,Slip-On,Men,Full-grain leather,Moc Toe;Closed Toe,0
8028858-372742,Shoes,Loafers,Under 1in,Leather;Padded,Slip-On,Men,Full-grain leather,Moc Toe;Closed Toe,0
8028858-372743,Shoes,Loafers,Under 1in,Leather;Padded,Slip-On,Men,Full-grain leather,Moc Toe;Closed Toe,0
8028978-3,Shoes,Oxfords,1in - 1 3/4in,Leather,Lace up,Men,Lace;Leather;Synthetic,Capped Toe,1
8028981-3,Boots,Ankle,1in - 1 3/4in,Leather,Buckle;Elastic Gore;Pull-on,Men,Leather;Rubber,,1
8029003-3,Shoes,Oxfords,1in - 1 3/4in,Leather,,Men,Exotic;Lace;Leather;Ostrich,Capped Toe,1
8029003-585,Shoes,Oxfords,1in - 1 3/4in,Leather,,Men,Exotic;Lace;Leather;Ostrich,Capped Toe,1
8029003-790,Shoes,Oxfords,1in - 1 3/4in,Leather,,Men,Exotic;Lace;Leather;Ostrich,Capped Toe,1
8029003-184651,Shoes,Oxfords,1in - 1 3/4in,Leather,,Men,Exotic;Lace;Leather;Ostrich,Capped Toe,1
8029030-3,Shoes,Oxfords,1in - 1 3/4in,Leather,Lace up,Men,Lace;Leather,Wingtip,1
8029030-529,Shoes,Oxfords,1in - 1 3/4in,Leather,Lace up,Men,Lace;Leather,Wingtip,1
8029030-99578,Shoes,Oxfords,1in - 1 3/4in,Leather,Lace up,Men,Lace;Leather,Wingtip,1
8029170-3,Shoes,Oxfords,1in - 1 3/4in,,Lace up,Men,Leather,Round Toe;Closed Toe,1
8029170-6,Shoes,Oxfords,1in - 1 3/4in,Leather,Lace up,Men,Lace;Leather,,1
8029179-6,Shoes,Loafers,,,Slip-On,Men,Suede,Round Toe;Closed Toe,0
8029179-401,Shoes,Loafers,,,Slip-On,Men,Suede,Round Toe;Closed Toe,0
8029179-621,Shoes,Loafers,,,Slip-On,Men,Suede,Round Toe;Closed Toe,0
8029267-3,Boots,Ankle,,,Lace up,Men,Suede;Synthetic,Moc Toe,0
8029284-72,Slippers,Slipper Flats,Flat,Memory Foam;Padded,Slip-On,Men,Leather,Round Toe;Closed Toe,1
8029284-106,Slippers,Slipper Flats,Flat,Memory Foam;Padded,Slip-On,Men,Suede,Round Toe;Closed Toe,0
8029284-1567,Slippers,Slipper Flats,Flat,Memory Foam;Padded,Slip-On,Men,Suede,Round Toe;Closed Toe,0
8029285-72,Slippers,Slipper Flats,Flat,Memory Foam,Slip-On,Men,Leather,Center Seam;Closed Toe,1
8029285-106,Slippers,Slipper Flats,Flat,Memory Foam,Slip-On,Men,Suede,Center Seam;Closed Toe,0
8029285-4706,Slippers,Slipper Flats,Flat,Memory Foam,Slip-On,Men,Suede,Center Seam;Closed Toe,0
8029286-3,Slippers,Slipper Flats,,Padded,Slip-On,Men,Leather,Moc Toe;Round Toe;Closed Toe,1
8029287-275,Slippers,Slipper Flats,,Memory Foam;Padded,Slip-On,Men,Corduroy,Round Toe;Closed Toe,0
8029287-16778,Slippers,Slipper Flats,,Memory Foam;Padded,Slip-On,Men,Corduroy,Round Toe;Closed Toe,0
8029288-275,Slippers,Slipper Flats,,Memory Foam;Padded,Elastic Gore;Slip-On,Men,Corduroy,Round Toe;Closed Toe,0
8029288-16778,Slippers,Slipper Flats,,Memory Foam;Padded,Elastic Gore;Slip-On,Men,Corduroy,Round Toe;Closed Toe,0
8029289-18,Slippers,Slipper Flats,,Padded,Elastic Gore;Slip-On,Men,Suede,Round Toe;Closed Toe,0
8029289-859,Slippers,Slipper Flats,,Padded,Elastic Gore;Slip-On,Men,Suede,Round Toe;Closed Toe,0
8029292-275,Slippers,Slipper Flats,,Latex Lined;Padded,Slip-On,Men,Fleece,Round Toe;Closed Toe,0
8029292-67811,Slippers,Slipper Flats,,Latex Lined;Padded,Slip-On,Men,Corduroy,Round Toe;Closed Toe,0
8029294-67811,Slippers,Slipper Flats,,Latex Lined;Padded,Slip-On,Men,Corduroy,Round Toe;Closed Toe,0
8029296-859,Slippers,Slipper Flats,,Latex Lined;Padded,Slip-On,Men,Suede,Moc Toe;Round Toe;Closed Toe,0
8029296-2319,Slippers,Slipper Flats,,Latex Lined;Padded,Slip-On,Men,Suede,Moc Toe;Round Toe;Closed Toe,0
8029300-18,Slippers,Slipper Flats,,Padded,Slip-On,Men,Suede,Round Toe;Closed Toe,0
8029305-18,Slippers,Slipper Flats,,Latex Lined;Padded,Pull-on;Slip-On,Men,Leather;Suede,Moc Toe;Round Toe;Closed Toe,1
8029305-859,Slippers,Slipper Flats,,Latex Lined;Padded,Pull-on;Slip-On,Men,Leather;Suede,Moc Toe;Round Toe;Closed Toe,1
8029331-6,Shoes,Sneakers and Athletic Shoes,Flat,Textile,Lace up,Men,Lace;Rubber;Wool,Round Toe,0
8029331-529,Shoes,Sneakers and Athletic Shoes,Flat,Textile,Lace up,Men,Lace;Rubber;Wool,Round Toe,0
8029334-3,Shoes,Sneakers and Athletic Shoes,Flat,Leather;Padded;Textile,Lace up,Men,Lace;Leather;Rubber;Suede,Round Toe,1
8029342-3,Boots,Ankle,1in - 1 3/4in,,Lace up;Zipper,Men,Leather,Capped Toe;Round Toe;Closed Toe,1
8029349-3,Boots,Ankle,Flat,Padded,Zipper,Men,Leather,Round Toe;Closed Toe,1
8029361-3,Boots,Mid-Calf,1in - 1 3/4in,Leather,Zipper,Men,Lace;Leather;Rubber,Round Toe,1
8029417-1413,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Mesh;Rubber;Synthetic,,0
8029417-338743,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Rubber;Synthetic,,0
8029418-3691,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Mesh;Rubber;Synthetic,,0
8029419-373280,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Mesh;Rubber;Synthetic,,0
8029420-373281,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Mesh;Rubber;Synthetic,,0
8029421-408,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Mesh;Rubber;Synthetic,,0
8029422-33208,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Mesh;Rubber;Synthetic,,0
8029423-147,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Mesh;Rubber,,0
8029423-372906,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Mesh;Rubber,,0
8029583-40307,Shoes,Sneakers and Athletic Shoes,Flat,Textile,Lace up,Men,Leather;Synthetic,Round Toe,1
8029748-3,Shoes,Sneakers and Athletic Shoes,Flat,Latex Lined;Padded,Lace up,Men,Canvas;Wool,,0
8029748-92872,Shoes,Sneakers and Athletic Shoes,Flat,Latex Lined;Padded,Lace up,Men,Canvas;Wool,,0
8030000-373246,Shoes,Sneakers and Athletic Shoes,,Textile,Hook and Loop;Lace up,Men,Leather,Round Toe;Closed Toe,1
8030000-373247,Shoes,Sneakers and Athletic Shoes,,Textile,Hook and Loop;Lace up,Men,Leather,Round Toe;Closed Toe,1
8030000-395162,Shoes,Sneakers and Athletic Shoes,,Textile,Hook and Loop;Lace up,Men,Leather,Round Toe;Closed Toe,1
8030005-373246,Shoes,Sneakers and Athletic Shoes,,Leather,Hook and Loop,Men,Leather,Round Toe;Closed Toe,1
8030005-373247,Shoes,Sneakers and Athletic Shoes,,Leather,Hook and Loop,Men,Leather,Round Toe;Closed Toe,1
8030005-395162,Shoes,Sneakers and Athletic Shoes,,Leather,Hook and Loop,Men,Leather,Round Toe;Closed Toe,1
8030006-373251,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Leather,Round Toe;Closed Toe,1
8030006-373252,Shoes,Sneakers and Athletic Shoes,,,Lace up,Men,Leather,Round Toe;Closed Toe,1
8030009-373252,Boots,Ankle,,,Lace up,Men,Leather,Round Toe;Closed Toe,1
8030011-183092,Shoes,Sneakers and Athletic Shoes,,Leather,Lace up,Men,Leather,Capped Toe;Round Toe;Closed Toe,1
8030011-373251,Shoes,Sneakers and Athletic Shoes,,Leather,Lace up,Men,Leather,Capped Toe;Round Toe;Closed Toe,1
8030011-373252,Shoes,Sneakers and Athletic Shoes,,Leather,Lace up,Men,Leather,Capped Toe;Round Toe;Closed Toe,1
8030090-665,Boots,Ankle,1in - 1 3/4in,,Zipper,Men,Leather,Round Toe;Closed Toe,1
8030090-1084,Boots,Ankle,1in - 1 3/4in,,Zipper,Men,Leather,Round Toe;Closed Toe,1
8030091-72,Boots,Ankle,1in - 1 3/4in,,Zipper,Men,Leather,Round Toe;Closed Toe,1
8030093-72,Shoes,Sneakers and Athletic Shoes,,Synthetic Leather,Lace up,Men,Leather,Round Toe;Closed Toe,1
8030093-325,Shoes,Sneakers and Athletic Shoes,,Synthetic Leather,Lace up,Men,Leather,Round Toe;Closed Toe,1
8030096-72,Boots,Ankle,1in - 1 3/4in,,Pull-on,Men,Leather,Round Toe;Closed Toe,1
8030096-216,Boots,Ankle,1in - 1 3/4in,,Pull-on,Men,Leather,Round Toe;Closed Toe,1
8030099-72,Boots,Ankle,,,Lace up,Men,Leather,Round Toe;Closed Toe,1
8030099-216,Boots,Ankle,,,Lace up,Men,Leather,Round Toe;Closed Toe,1
8030100-72,Shoes,Oxfords,,,Lace up;Zipper,Men,Leather,Round Toe;Closed Toe,1
8030100-216,Shoes,Oxfords,,,Lace up;Zipper,Men,Leather,Round Toe;Closed Toe,1
8030100-478,Shoes,Oxfords,,,Lace up;Zipper,Men,Leather,Round Toe;Closed Toe,1
8030106-216,Boots,Ankle,,,Lace up,Men,Leather,Closed Toe,1
8030106-310,Boots,Mid-Calf,,Leather,,Men,Lace;Leather;Synthetic,,1
8030108-216,Boots,Ankle,1in - 1 3/4in,,Lace up,Men,Leather,Round Toe;Closed Toe,1
8030164-373312,Shoes,Sneakers and Athletic Shoes,Flat,Memory Foam;Padded,Lace up,Men,Leather;Synthetic,,1
8030670-408717,Shoes,Oxfords,1in - 1 3/4in,Padded;Removable,Lace up,Men,Leather;Nappa,Round Toe;Closed Toe,1
8030670-408718,Shoes,Oxfords,1in - 1 3/4in,Padded;Removable,Lace up,Men,Leather;Nappa,Round Toe;Closed Toe,1
8030759-289539,Boots,Ankle,1in - 1 3/4in,Leather,Zipper,Men,Leather,Round Toe;Closed Toe,1
8030759-405052,Boots,Ankle,1in - 1 3/4in,Leather,Zipper,Men,Leather,Round Toe;Closed Toe,1
8030768-3,Shoes,Oxfords,,Leather;Memory Foam,,Men,Lace;Leather,,1
8030780-2247,Boots,Ankle,1in - 1 3/4in,Memory Foam,Lace up,Men,Leather,Snub Toe;Closed Toe,1
8030788-3,Shoes,Oxfords,1in - 1 3/4in,Memory Foam,Lace up,Men,Leather,Capped Toe;Round Toe;Closed Toe,1
8030788-6,Shoes,Oxfords,1in - 1 3/4in,Memory Foam,Lace up,Men,Leather,Capped Toe;Round Toe;Closed Toe,1
8030790-3,Shoes,Oxfords,1in - 1 3/4in,Memory Foam,Lace up,Men,Leather,Medallion;Closed Toe,1
8030791-3,Shoes,Loafers,1in - 1 3/4in,Memory Foam,Elastic Gore;Slip-On,Men,Leather,Medallion;Closed Toe,1
8030791-184651,Shoes,Loafers,1in - 1 3/4in,Memory Foam,Elastic Gore;Slip-On,Men,Leather,Medallion;Closed Toe,1
8030792-3,Shoes,Loafers,1in - 1 3/4in,Memory Foam,Slip-On,Men,Leather,Round Toe;Closed Toe,1
8030794-3,Shoes,Oxfords,Flat,Memory Foam,Lace up,Men,Leather,Bicycle Toe;Round Toe;Closed Toe,1
8030794-9,Shoes,Oxfords,Flat,Memory Foam,Lace up,Men,Leather,Bicycle Toe;Round Toe;Closed Toe,1
8030796-3,Shoes,Oxfords,Flat,Memory Foam,Lace up,Men,Leather,Round Toe;Closed Toe,1
8030803-106,Boots,Ankle,Flat,,Pull-on,Men,Leather;Suede,Wingtip,1
8030804-3,Boots,Ankle,Flat,Memory Foam,,Men,Exotic;Leather;Ostrich,,1
8030804-859,Boots,Ankle,Flat,Memory Foam,,Men,Exotic;Leather;Ostrich,,1
8030805-3,Shoes,Oxfords,Flat,Memory Foam,Lace up,Men,Exotic;Leather;Ostrich,,1
8030805-859,Shoes,Oxfords,Flat,Memory Foam,Lace up,Men,Exotic;Leather;Ostrich,,1
8030822-3,Boots,Mid-Calf,Flat,Leather,Lace up,Men,Lace;Leather;Rubber;Wool,Round Toe,1
8030822-18,Boots,Mid-Calf,Flat,Leather,Lace up,Men,Lace;Leather;Rubber;Wool,Round Toe,1
8030885-6,Boots,Ankle,1in - 1 3/4in,,Elastic Gore,Men,Leather,Round Toe;Closed Toe,1
8030887-3,Shoes,Sneakers and Athletic Shoes,Flat,EVA,Lace up,Men,Faux Leather;Synthetic,,1
8030887-14847,Shoes,Sneakers and Athletic Shoes,Flat,EVA;Memory Foam;Padded,Lace up,Men,Faux Leather;Synthetic,,1
8030887-90234,Shoes,Sneakers and Athletic Shoes,Flat,EVA,Lace up,Men,Faux Leather;Synthetic,,1
8030887-267134,Shoes,Sneakers and Athletic Shoes,Flat,EVA;Memory Foam;Padded,Lace up,Men,Faux Leather;Synthetic,,1
8030888-295820,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Synthetic,,0
8030888-355277,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Mesh;Synthetic,,0
8030888-373591,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Mesh;Synthetic,,0
8030888-373592,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Mesh;Synthetic,,0
8030890-2309,Shoes,Oxfords,Flat,Leather,Lace up,Men,Lace;Leather;Synthetic,Wingtip,1
8030890-13591,Shoes,Oxfords,Flat,Leather,Lace up,Men,Lace;Leather;Synthetic,Wingtip,1
8030969-3,Boots,Ankle,Flat,Padded,Lace up,Men,Full-grain leather,,0
8030970-107722,Boots,Ankle,1in - 1 3/4in,Moisture Wicking;Padded,Lace up,Men,Cordura;Nylon,,0
8031116-3,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Leather,,1
8031118-373675,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Suede,,0
8031118-373676,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Suede,,0
8031118-373677,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Suede,,0
8031118-393052,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Suede,,0
8031120-322747,Shoes,Sneakers and Athletic Shoes,Flat,Padded,,Men,Rubber;Synthetic,,0
8031120-356934,Shoes,Sneakers and Athletic Shoes,Flat,Padded,,Men,Rubber;Synthetic,,0
8031120-356938,Shoes,Sneakers and Athletic Shoes,Flat,Padded,,Men,Rubber;Synthetic,,0
8031120-373684,Shoes,Sneakers and Athletic Shoes,Flat,Padded,,Men,Rubber;Synthetic,,0
8031120-373685,Shoes,Sneakers and Athletic Shoes,Flat,Padded,,Men,Rubber;Synthetic,,0
8031120-373686,Shoes,Sneakers and Athletic Shoes,Flat,Padded,,Men,Rubber;Synthetic,,0
8031124-265123,Shoes,Sneakers and Athletic Shoes,Flat,Leather,,Men,Leather;Mesh;Rubber;Synthetic,,1
8031124-373689,Shoes,Sneakers and Athletic Shoes,Flat,Leather,,Men,Leather;Mesh;Rubber;Synthetic,,1
8031124-373690,Shoes,Sneakers and Athletic Shoes,Flat,Leather,,Men,Leather;Mesh;Rubber;Synthetic,,1
8031156-72,Shoes,Loafers,Flat,Leather,Slip-On,Men,Leather;Suede;Synthetic,,1
8031156-3013,Shoes,Loafers,Flat,Leather,Slip-On,Men,Leather;Suede;Synthetic,,1
8031211-78144,Boots,Ankle,,Padded,Lace up,Men,Felt;Leather;Nubuck;Rubber;Wool,Round Toe,1
8031220-3,Shoes,Sneakers and Athletic Shoes,Flat,EVA;Removable;Textile,Slip-On,Men,Leather,,1
8031220-6,Shoes,Sneakers and Athletic Shoes,Flat,EVA;Removable;Textile,Slip-On,Men,Leather,,1
8031222-3,Shoes,Sneakers and Athletic Shoes,Flat,EVA;Textile,Lace up;Slip-On,Men,Canvas,,0
8031222-401,Shoes,Sneakers and Athletic Shoes,Flat,EVA;Textile,Lace up;Slip-On,Men,Canvas,,0
8031226-15369,Sandals,Flat,Flat,EVA,Slip-On,Men,Nubuck;Synthetic,Open Toe,0
8031226-22065,Sandals,Flat,Flat,EVA,Slip-On,Men,Nubuck;Synthetic,Open Toe,0
8031226-27621,Sandals,Flat,Flat,EVA,Slip-On,Men,Nubuck;Synthetic,Open Toe,0
8031226-64421,Sandals,Flat,Flat,EVA,Slip-On,Men,Nubuck;Synthetic,Open Toe,0
8031226-74530,Sandals,Flat,Flat,EVA,Slip-On,Men,Nubuck;Synthetic,Open Toe,0
8031226-92294,Sandals,Flat,Flat,EVA,Slip-On,Men,Nubuck;Synthetic,Open Toe,0
8031226-308396,Sandals,Flat,Flat,EVA,Slip-On,Men,Nubuck;Synthetic,Open Toe,0
8031226-373768,Sandals,Flat,Flat,EVA,Slip-On,Men,Nubuck;Synthetic,Open Toe,0
8031227-3,Boots,Ankle,Flat,EVA;Removable;Textile,Lace up,Men,Leather;Suede,,1
8031227-20,Boots,Ankle,Flat,EVA;Removable;Textile,Lace up,Men,Leather;Suede,,1
8031229-3,Sandals,Flat,Flat,EVA,Slip-On,Men,Synthetic,Open Toe,0
8031229-249,Sandals,Flat,Flat,EVA,Slip-On,Men,Synthetic,Open Toe,0
8031229-1522,Sandals,Flat,Flat,EVA,Slip-On,Men,Synthetic,Open Toe,0
8031229-3691,Sandals,Flat,Flat,EVA,Slip-On,Men,Synthetic,Open Toe,0
8031229-33710,Sandals,Flat,Flat,EVA,Slip-On,Men,Synthetic,Open Toe,0
8031229-323786,Sandals,Flat,Flat,EVA,Slip-On,Men,Synthetic,Open Toe,0
8031229-391014,Sandals,Flat,Flat,EVA,Slip-On,Men,Synthetic,Open Toe,0
8031233-2459,Sandals,Flat,Flat,EVA,Slip-On,Men,Synthetic,Open Toe,0
8031233-39400,Sandals,Flat,Flat,EVA,Slip-On,Men,Synthetic,Open Toe,0
8031233-323786,Sandals,Flat,Flat,EVA,Slip-On,Men,Synthetic,Open Toe,0
8031241-3,Boots,Mid-Calf,Flat,Leather;Textile,Pull-on,Men,Leather;Rubber,Snub Toe,1
8031241-6,Boots,Mid-Calf,Flat,Leather;Textile,Pull-on,Men,Leather;Rubber,Snub Toe,1
8031242-56892,Boots,Ankle,1in - 1 3/4in,,Lace up,Men,Leather,Moc Toe;Closed Toe,1
8031242-182778,Boots,Ankle,1in - 1 3/4in,,Lace up,Men,Leather,Moc Toe;Closed Toe,1
8031248-3,Slippers,Slipper Flats,Flat,EVA;Leather,Slip-On,Men,Leather,,1
8031571-373881,Boots,Ankle,Flat,Padded,Lace up,Men,Leather,Moc Toe,1
8031615-373898,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Faux Leather;Mesh;Nubuck;Shearling,,1
8031945-20,Shoes,Oxfords,1in - 1 3/4in,Leather;Padded,Lace up,Men,Suede,Round Toe;Closed Toe,0
8031945-158,Shoes,Oxfords,1in - 1 3/4in,Leather;Padded,Lace up,Men,Suede,Round Toe;Closed Toe,0
8031945-275,Shoes,Oxfords,1in - 1 3/4in,Leather;Padded,Lace up,Men,Suede,Round Toe;Closed Toe,0
8031945-695,Shoes,Oxfords,1in - 1 3/4in,Leather;Padded,Lace up,Men,Suede,Round Toe;Closed Toe,0
8031952-20,Boots,Ankle,1in - 1 3/4in,Leather;Padded,Lace up,Men,Suede,Round Toe;Closed Toe,0
8031952-373987,Boots,Ankle,1in - 1 3/4in,Leather;Padded,Lace up,Men,Suede,Round Toe;Closed Toe,0
8031967-373989,Shoes,Oxfords,,Leather;Padded,Lace up,Men,Leather,Wingtip;Closed Toe,1
8031973-275,Boots,Ankle,1in - 1 3/4in,Leather,Lace up;Zipper,Men,Leather,Capped Toe;Closed Toe,1
8031973-325,Boots,Ankle,1in - 1 3/4in,Leather,Lace up;Zipper,Men,Leather,Capped Toe;Closed Toe,1
8031980-275,Boots,Ankle,1in - 1 3/4in,Leather;Padded,Lace up;Zipper,Men,Leather,Moc Toe;Round Toe;Closed Toe,1
8031980-43469,Boots,Ankle,1in - 1 3/4in,Leather;Padded,Lace up;Zipper,Men,Leather,Moc Toe;Round Toe;Closed Toe,1
8031983-325,Boots,Ankle,1in - 1 3/4in,Leather;Padded,Elastic Gore;Pull-on,Men,Leather,Capped Toe;Closed Toe,1
8032034-3,Boots,Ankle,1in - 1 3/4in,Leather;Padded,Lace up;Zipper,Men,Leather,Capped Toe;Round Toe;Closed Toe,1
8032034-325,Boots,Ankle,1in - 1 3/4in,Leather;Padded,Lace up;Zipper,Men,Leather,Capped Toe;Round Toe;Closed Toe,1
8032226-6,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Leather;Suede,Round Toe;Closed Toe,1
8032227-432,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Hook and Loop,Men,Leather;Suede,Round Toe;Closed Toe,1
8032228-374023,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Leather;Suede,Round Toe;Closed Toe,1
8032229-2537,Shoes,Sneakers and Athletic Shoes,,Padded,Hook and Loop,Men,Leather;Suede,,1
8032230-177870,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Hook and Loop,Men,Leather;Suede,Round Toe;Closed Toe,1
8032231-374022,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Leather;Suede,Round Toe;Closed Toe,1
8032232-6,Shoes,Sneakers and Athletic Shoes,Flat,,Lace up,Men,Suede,Closed Toe,0
8032233-744,Shoes,Sneakers and Athletic Shoes,Flat,Padded,Lace up,Men,Leather;Suede,Round Toe;Wingtip;Closed Toe,1
